Time,org_x,org_y,org_z,xvec_x,xvec_y,xvec_z,zvec_x,zvec_y,zvec_z
0.000000,0.615573,0.053715,0.387486,0.568547,0.044549,0.356782,0.621039,0.050933,0.332278,,,,,,,,,
0.010000,0.615542,0.053671,0.387514,0.568509,0.044518,0.356805,0.621006,0.050893,0.332302,,,,,,,,,
0.020000,0.615512,0.053628,0.387542,0.568471,0.044487,0.356828,0.620973,0.050852,0.332327,,,,,,,,,
0.030000,0.615481,0.053584,0.387570,0.568433,0.044456,0.356851,0.620939,0.050810,0.332352,,,,,,,,,
0.040000,0.615450,0.053540,0.387598,0.568395,0.044424,0.356875,0.620906,0.050769,0.332377,,,,,,,,,
0.050000,0.615418,0.053494,0.387626,0.568357,0.044392,0.356899,0.620872,0.050726,0.332402,,,,,,,,,
0.060000,0.615387,0.053448,0.387654,0.568318,0.044359,0.356923,0.620838,0.050683,0.332427,,,,,,,,,
0.070000,0.615354,0.053401,0.387682,0.568280,0.044325,0.356949,0.620803,0.050638,0.332453,,,,,,,,,
0.080000,0.615322,0.053353,0.387710,0.568242,0.044290,0.356974,0.620768,0.050593,0.332478,,,,,,,,,
0.090000,0.615288,0.053303,0.387737,0.568204,0.044255,0.357001,0.620733,0.050546,0.332504,,,,,,,,,
0.100000,0.615255,0.053253,0.387765,0.568167,0.044218,0.357027,0.620697,0.050499,0.332529,,,,,,,,,
0.110000,0.615221,0.053201,0.387792,0.568129,0.044180,0.357055,0.620661,0.050450,0.332554,,,,,,,,,
0.120000,0.615187,0.053148,0.387818,0.568092,0.044142,0.357082,0.620625,0.050401,0.332579,,,,,,,,,
0.130000,0.615153,0.053094,0.387844,0.568055,0.044102,0.357110,0.620589,0.050351,0.332603,,,,,,,,,
0.140000,0.615119,0.053040,0.387869,0.568018,0.044061,0.357138,0.620553,0.050300,0.332626,,,,,,,,,
0.150000,0.615085,0.052984,0.387892,0.567983,0.044020,0.357166,0.620517,0.050249,0.332649,,,,,,,,,
0.160000,0.615051,0.052929,0.387915,0.567948,0.043978,0.357193,0.620481,0.050198,0.332671,,,,,,,,,
0.170000,0.615017,0.052873,0.387937,0.567914,0.043935,0.357220,0.620446,0.050147,0.332692,,,,,,,,,
0.180000,0.614984,0.052817,0.387957,0.567881,0.043892,0.357247,0.620411,0.050097,0.332711,,,,,,,,,
0.190000,0.614951,0.052762,0.387976,0.567848,0.043850,0.357273,0.620376,0.050047,0.332730,,,,,,,,,
0.200000,0.614920,0.052707,0.387994,0.567817,0.043807,0.357298,0.620343,0.049997,0.332747,,,,,,,,,
0.210000,0.614889,0.052653,0.388010,0.567787,0.043766,0.357322,0.620310,0.049949,0.332762,,,,,,,,,
0.220000,0.614858,0.052600,0.388025,0.567759,0.043725,0.357345,0.620279,0.049902,0.332777,,,,,,,,,
0.230000,0.614829,0.052549,0.388039,0.567731,0.043685,0.357366,0.620248,0.049857,0.332790,,,,,,,,,
0.240000,0.614801,0.052499,0.388051,0.567705,0.043647,0.357386,0.620219,0.049813,0.332802,,,,,,,,,
0.250000,0.614775,0.052452,0.388063,0.567680,0.043610,0.357405,0.620191,0.049772,0.332813,,,,,,,,,
0.260000,0.614749,0.052406,0.388073,0.567657,0.043575,0.357422,0.620165,0.049732,0.332823,,,,,,,,,
0.270000,0.614725,0.052363,0.388082,0.567634,0.043542,0.357438,0.620140,0.049694,0.332832,,,,,,,,,
0.280000,0.614702,0.052322,0.388090,0.567613,0.043512,0.357452,0.620116,0.049659,0.332839,,,,,,,,,
0.290000,0.614681,0.052283,0.388097,0.567594,0.043483,0.357465,0.620094,0.049626,0.332846,,,,,,,,,
0.300000,0.614661,0.052247,0.388104,0.567575,0.043457,0.357477,0.620074,0.049595,0.332853,,,,,,,,,
0.310000,0.614642,0.052214,0.388110,0.567558,0.043432,0.357487,0.620055,0.049567,0.332858,,,,,,,,,
0.320000,0.614625,0.052184,0.388115,0.567543,0.043410,0.357497,0.620037,0.049540,0.332864,,,,,,,,,
0.330000,0.614609,0.052156,0.388120,0.567528,0.043390,0.357505,0.620021,0.049516,0.332868,,,,,,,,,
0.340000,0.614594,0.052130,0.388125,0.567515,0.043372,0.357513,0.620007,0.049494,0.332873,,,,,,,,,
0.350000,0.614581,0.052108,0.388129,0.567502,0.043355,0.357520,0.619993,0.049474,0.332877,,,,,,,,,
0.360000,0.614568,0.052087,0.388133,0.567491,0.043341,0.357527,0.619981,0.049456,0.332881,,,,,,,,,
0.370000,0.614557,0.052068,0.388137,0.567481,0.043327,0.357533,0.619970,0.049439,0.332885,,,,,,,,,
0.380000,0.614546,0.052052,0.388141,0.567471,0.043316,0.357539,0.619960,0.049424,0.332889,,,,,,,,,
0.390000,0.614537,0.052037,0.388145,0.567462,0.043305,0.357545,0.619951,0.049410,0.332893,,,,,,,,,
0.400000,0.614528,0.052023,0.388150,0.567454,0.043295,0.357550,0.619942,0.049397,0.332897,,,,,,,,,
0.410000,0.614520,0.052011,0.388154,0.567447,0.043286,0.357556,0.619935,0.049386,0.332902,,,,,,,,,
0.420000,0.614512,0.052000,0.388158,0.567440,0.043278,0.357561,0.619928,0.049374,0.332906,,,,,,,,,
