gyrox1,gyroy1,gyroz1,accelx1,accely1,accelz1,Time
3.282442748091603,0.0916030534351145,2.4427480916030535,-0.44873046875,0.02734375,-0.264892578125,0.0
3.236641221374046,0.0916030534351145,2.3969465648854964,-0.452880859375,0.027099609375,-0.271728515625,0.0017
3.0229007633587788,0.061068702290076333,2.595419847328244,-0.4521484375,0.029296875,-0.268798828125,0.0034
2.9618320610687023,0.183206106870229,2.351145038167939,-0.4501953125,0.02978515625,-0.267333984375,0.0050999999999999995
3.2061068702290076,0.0,2.717557251908397,-0.448486328125,0.028564453125,-0.258544921875,0.0068
3.145038167938931,-0.030534351145038167,2.4580152671755724,-0.4443359375,0.02001953125,-0.263916015625,0.008499999999999999
2.9618320610687023,0.16793893129770993,2.6259541984732824,-0.452392578125,0.025634765625,-0.2646484375,0.010199999999999999
3.1603053435114505,0.15267175572519084,2.4885496183206106,-0.4462890625,0.026611328125,-0.26513671875,0.011899999999999999
2.900763358778626,0.2595419847328244,2.549618320610687,-0.4560546875,0.02734375,-0.267333984375,0.0136
3.145038167938931,0.2595419847328244,2.8091603053435112,-0.454345703125,0.0244140625,-0.263916015625,0.0153
3.0229007633587788,0.3511450381679389,2.7938931297709924,-0.44921875,0.02880859375,-0.261962890625,0.016999999999999998
3.114503816793893,0.4122137404580153,2.6564885496183206,-0.447998046875,0.02880859375,-0.261962890625,0.018699999999999998
2.9923664122137406,0.48854961832061067,2.8091603053435112,-0.449462890625,0.02685546875,-0.2646484375,0.020399999999999998
3.068702290076336,0.6259541984732825,2.7480916030534353,-0.447021484375,0.02978515625,-0.26318359375,0.022099999999999998
3.0839694656488548,0.7175572519083969,2.8396946564885495,-0.452392578125,0.02587890625,-0.2666015625,0.023799999999999998
2.9618320610687023,0.7786259541984732,2.7022900763358777,-0.455078125,0.03173828125,-0.26025390625,0.0255
2.6564885496183206,0.8702290076335878,2.7938931297709924,-0.451904296875,0.0263671875,-0.264892578125,0.0272
2.6259541984732824,0.9007633587786259,2.7938931297709924,-0.449462890625,0.023681640625,-0.26611328125,0.0289
2.6259541984732824,0.9312977099236641,2.9770992366412212,-0.44970703125,0.022705078125,-0.255615234375,0.0306
2.5343511450381677,1.0381679389312977,2.8396946564885495,-0.451416015625,0.03173828125,-0.267822265625,0.032299999999999995
2.427480916030534,1.083969465648855,3.053435114503817,-0.4501953125,0.027587890625,-0.269775390625,0.033999999999999996
2.4732824427480917,1.3893129770992367,2.900763358778626,-0.447265625,0.028564453125,-0.26806640625,0.035699999999999996
2.16793893129771,1.3435114503816794,2.9160305343511452,-0.4521484375,0.02880859375,-0.266357421875,0.037399999999999996
2.1068702290076335,1.5725190839694656,2.946564885496183,-0.451171875,0.024658203125,-0.2705078125,0.039099999999999996
2.1526717557251906,1.5114503816793894,3.145038167938931,-0.455322265625,0.0263671875,-0.267578125,0.040799999999999996
2.213740458015267,1.6946564885496183,3.099236641221374,-0.451171875,0.02587890625,-0.267333984375,0.042499999999999996
2.0610687022900764,1.8931297709923665,3.3435114503816794,-0.452392578125,0.03466796875,-0.262939453125,0.044199999999999996
2.122137404580153,2.1374045801526718,3.145038167938931,-0.45166015625,0.03076171875,-0.26171875,0.045899999999999996
1.9236641221374047,1.9236641221374047,3.0839694656488548,-0.450439453125,0.029541015625,-0.264892578125,0.047599999999999996
1.9541984732824427,1.8473282442748091,3.114503816793893,-0.44970703125,0.0322265625,-0.259765625,0.0493
1.6641221374045803,2.0610687022900764,3.2061068702290076,-0.453125,0.03173828125,-0.252685546875,0.051
1.83206106870229,2.2442748091603053,2.946564885496183,-0.452880859375,0.02685546875,-0.26513671875,0.0527
1.7251908396946565,2.183206106870229,2.9923664122137406,-0.452880859375,0.0341796875,-0.25732421875,0.0544
1.3129770992366412,2.030534351145038,2.8702290076335877,-0.447265625,0.031005859375,-0.270263671875,0.0561
1.6030534351145038,2.2748091603053435,2.946564885496183,-0.451416015625,0.027587890625,-0.26171875,0.0578
1.7404580152671756,2.3206106870229006,2.9923664122137406,-0.454833984375,0.027099609375,-0.263671875,0.0595
1.4961832061068703,2.351145038167939,3.2061068702290076,-0.447509765625,0.0302734375,-0.25927734375,0.0612
1.3435114503816794,2.381679389312977,3.1755725190839694,-0.455078125,0.030517578125,-0.260986328125,0.0629
1.3129770992366412,2.351145038167939,3.0076335877862594,-0.45068359375,0.0341796875,-0.267578125,0.06459999999999999
1.3282442748091603,2.351145038167939,3.068702290076336,-0.448486328125,0.0380859375,-0.27294921875,0.0663
1.2671755725190839,2.4885496183206106,3.2213740458015265,-0.4501953125,0.033935546875,-0.257080078125,0.06799999999999999
1.1603053435114503,2.519083969465649,3.099236641221374,-0.44921875,0.03369140625,-0.258544921875,0.0697
1.0687022900763359,2.6106870229007635,3.1755725190839694,-0.44921875,0.037841796875,-0.265869140625,0.07139999999999999
1.0687022900763359,2.564885496183206,3.312977099236641,-0.451416015625,0.030517578125,-0.272216796875,0.0731
1.3435114503816794,2.9160305343511452,3.1603053435114505,-0.45263671875,0.033203125,-0.26318359375,0.07479999999999999
1.2366412213740459,3.0076335877862594,3.2213740458015265,-0.4501953125,0.036865234375,-0.260986328125,0.0765
0.9770992366412213,3.0229007633587788,3.2213740458015265,-0.448974609375,0.032958984375,-0.260009765625,0.07819999999999999
1.0381679389312977,3.2061068702290076,3.2213740458015265,-0.45263671875,0.034912109375,-0.2685546875,0.0799
1.1755725190839694,3.1603053435114505,2.9923664122137406,-0.456787109375,0.035400390625,-0.266845703125,0.08159999999999999
